file_id,student_id,page_id,spine_id,full_name,name,skin_name,spine_remark,name_cn,name_jp,name_tw,name_en,name_kr,school_id,school_name
NP0229,529,529,1356,七稜 菖蒲（黄昏）,七稜 菖蒲,,黄昏,,七稜 アヤメ,七稜 菖蒲,Nanakado Ayame,나나카도 아야메,9,百鬼夜行联合学园
CH0276,530,530,1278,土生 蓟,土生 蓟,,,,土生 アザミ,,Habu Azami,하부 아자미,9,百鬼夜行联合学园
CH0289,530,531,1291,土生 蓟（和服）,土生 蓟,和服,,,土生 アザミ,,Habu Azami,하부 아자미,9,百鬼夜行联合学园
NP0250,532,532,1372,最强独角狮（涂鸦）,最强独角狮,,涂鸦,,最強一角らいおん,,SAIKYO IKKAKU RAION,최강 일각 라이온,28,幻魉百物语
CH0306,548,548,1306,板垣 庚,板垣 庚,,,板垣,板垣 カノエ,板垣 鹿江,Itagaki Kanoe,이타가키 카노에,14,狂猎艺术学院
CH0304,549,549,1083,白尾 艾利,白尾 艾利,,,,白尾 エリ,白尾 繪梨,Shirao Eri,시라오 에리,14,狂猎艺术学院
CH0305,550,550,1305,衣斐 莱娜,衣斐 莱娜,,,,衣斐 レナ,衣斐 玲奈,Kinui Rena,키누이 레나,14,狂猎艺术学院
NP0252,552,552,1374,舍监队成员A,舍监队成员A,,,,寮監隊員A,,,,14,狂猎艺术学院
NP0253,553,553,1375,狂猎学生A,狂猎学生A,,,,ワイルドハントの生徒A,,,,14,狂猎艺术学院
CH0317,554,554,1317,樱井 美代,樱井 美代,,,,桜井 ミヨ,樱井 美代,Sakurai Miyo,사쿠라이 미요,14,狂猎艺术学院
NP0257,556,556,1379,阿里乌斯学生B,阿里乌斯学生B,,,,アリウスの生徒B,,,,10,阿里乌斯分校
NP0263,557,557,1168,启示录的天使,启示录的天使,,,,黙示録の天使,啟示錄的天使,Angels of Revelation,계시록의 천사,25,所属存疑
NP0264,557,557,1188,启示录的天使（吹响号角的天使）,启示录的天使,,吹响号角的天使,,黙示録の天使,啟示錄的天使,Angels of Revelation,계시록의 천사,25,所属存疑
CH0324,558,558,1320,立木 迈亚,立木 迈亚,,,,立木 マイア,立木 舞彩,Tachigi Maia,타치기 마이아,10,阿里乌斯分校
CH0309,559,559,1309,梯 昴,梯 昴,,,,梯 スバル,梯 昴,Kakehashi Subaru,카케하시 스바루,10,阿里乌斯分校
CH0318,560,560,1316,若狭 冬,若狭 冬,,,,若狭 フユ,若狹 冬,Wakasa Fuyu,와카사 후유,14,狂猎艺术学院
CH0319,561,561,1318,薄叶 律,薄叶 律,,,,薄葉 リツ,薄葉 律,Usuba Ritsu,우스바 리츠,14,狂猎艺术学院
CH0316,562,562,1315,裕美,裕美,,,,ヒロミ,裕美,Hiromi,히로미,14,狂猎艺术学院
NP0282,578,578,1388,劳工机器人A,劳工机器人A,,,,レイバー,,,,21,神名十文字
NP0274,583,583,1447,神名十文字,神名十文字,,,神名十文字,デカグラマトン,十字神名,Decagrammaton,데카그라마톤,21,神名十文字
CH0351,587,587,1502,羽咋 翼,羽咋 翼,,,,羽咋 ツバサ,,Hanemoto Tsubasa,하네모토 츠바사,4,千禧科学学院
CH0352,588,588,1503,监原 美铃,监原 美铃,,,,監原 ミスズ,,Kanbara Misuzu,간바라 미스즈,8,瓦尔基里警察学校
NP0290,592,592,1572,联邦学生会长？,联邦学生会长？,,,,連邦生徒会長,,,총학생회장,12,联邦学生会
NP0265,593,593,1570,奥威尔,奥威尔,,,,オーウェル,,Orwell,오웰,20,数秘术
NP0294,594,594,1576,田径部员A,田径部员A,,,,陸上部員A,,,육상부원 A,3,格赫娜学园
NP0295,595,595,1577,扭来扭去,扭来扭去,,,,くねくね,,,,0,
CH0365,600,600,1704,鹰野主 翠子,鹰野主 翠子,,,,鷹野主 スイコ,,,타카노스 스이코,7,山海经高级中学
CH0366,601,601,1705,五百雀 和美,五百雀 和美,,,,五百雀 ナゴミ,,,이오쟈쿠 나고미,7,山海经高级中学
CH0367,602,602,1706,乌头尾 阳子,乌头尾 阳子,,,,烏頭尾 ヨウコ,,,우토 요코,7,山海经高级中学
CH0354,605,605,1699,宫内 叶,宫内 叶,,,,宮内 カナエ,,Miyauchi Kanae,미야우치 카나에,7,山海经高级中学
NP0288,606,606,1708,雪玲（泳装）,雪玲,泳装,,,シュエリン（水着）,小旬（泳装）,Shunling,슈에링,7,山海经高级中学
CH0383,613,613,1793,小森 墨华,小森 墨华,,,,小森 スミカ,,Komori Sumika,코모리 스미카,15,奥德赛海洋学校
NP0296,614,614,1778,三叉戟部员A,三叉戟部员A,,,,トライデントの部員,,,트라이던트 부원,15,奥德赛海洋学校
NP0297,615,615,1779,海盗A,海盗A,,,,海賊,,,해적,15,奥德赛海洋学校
CH0362,616,616,1790,降旗 真由美,降旗 真由美,,,,降旗 マユミ,,Furihata Mayumi,후리하타 마유미,3,格赫娜学园
CH0363,617,617,1791,明乐 可怜,明乐 可怜,,,,明楽 カレン,,Myouraku Karen,묘라쿠 카렌,3,格赫娜学园
CH0364,618,618,1792,五十岚 憧子,五十岚 憧子,,,,五十嵐 ショウコ,,Igarashi Shouko,이가라시 쇼코,3,格赫娜学园
CH0371,619,619,1847,小百合,小百合,,,,サユリ,,,,15,奥德赛海洋学校
CH0368,620,620,1844,渡海 心,渡海 心,,,,渡海 ココロ,,Toumi Kokoro,토미 코코로,15,奥德赛海洋学校
CH0369,621,621,1845,渊上 琴音,渊上 琴音,,,,淵上 コトネ,,Fuchigami Kotone,후치가미  코토네,15,奥德赛海洋学校
CH0370,622,622,1846,玛琪娜,玛琪娜,,,,マキナ,,,,15,奥德赛海洋学校
CH0374,627,627,1849,护守 七海,护守 七海,,,,護守 ナナミ,,Gonokami Nanami,고노카미 나나미,15,奥德赛海洋学校
CH0342,628,628,1841,海路 凑,海路 凑,,,,海路 ミナト,,Umiji Minato,우미지 미나토,15,奥德赛海洋学校
CH0343,629,629,1842,灯下 爱海,灯下 爱海,,,,灯下 アミ,,Tomoshita Ami,토모시타 아미,15,奥德赛海洋学校
CH0350,630,630,1843,船守 早苗,船守 早苗,,,,船守 サナエ,,Funamori Sanae,후나모리 사나에,15,奥德赛海洋学校
CH0372,631,631,1848,千石 美月,千石 美月,,,,千石 ミツキ,,Sengoku Mitsuki,센고쿠 미츠키,15,奥德赛海洋学校
NP0259,632,632,1850,奥德赛学生A,奥德赛学生A,,,,オデュッセイアの生徒,,,오디세이아 학생 A,15,奥德赛海洋学校
NP0260,633,633,1851,奥德赛学生B,奥德赛学生B,,,,オデュッセイアの生徒B,,,오디세이아 학생 B,15,奥德赛海洋学校
NP0309,634,634,1852,奥德赛学生C,奥德赛学生C,,,,オデュッセイアの生徒C,,,오디세이아 학생 C,15,奥德赛海洋学校
